winner,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2
Jessica-Rose Clark,4,0,55,54,1,0,2,0
Kamaru Usman,7,0,50,30,0,2,8,0
Darren Elkins,2,0,18,45,1,0,1,0
James Krause,4,0,35,56,2,0,3,1
Polo Reyes,0,0,18,9,0,0,0,0
Irene Aldana,6,1,70,46,0,0,1,1
Kyung Ho Kang,1,0,3,19,1,0,1,1
Jessica Eye,3,1,25,38,6,1,3,1
JJ Aldrich,1,0,54,38,0,0,1,0
Mads Burnell,11,3,20,51,1,2,3,3
Rafael Dos Anjos,1,0,172,86,0,0,2,0
Josh Emmett,0,0,10,17,0,0,0,0
Cris Cyborg,0,0,118,44,0,0,0,0
Khabib Nurmagomedov,4,0,89,25,0,0,4,0
Santiago Ponzinibbio,2,0,78,51,0,0,3,1
Glover Teixeira,2,0,13,21,1,0,1,0
Jan Blachowicz,2,0,50,26,0,0,4,0
Dan Hooker,1,0,17,24,1,0,2,0
Carla Esparza,0,2,48,38,1,0,2,1
Neil Magny,1,0,32,37,0,0,6,0
Khalil Rountree Jr.,0,1,52,76,1,0,0,2
Julian Marquez,1,2,32,33,3,0,0,4
Chad Laprise,2,0,20,13,0,0,1,0
Nordine Taleb,0,0,5,1,0,0,0,0
John Makdessi,0,0,47,29,0,0,0,1
Myles Jury,2,0,41,14,0,0,2,0
Marvin Vettori,1,0,66,51,2,0,0,0
Matheus Nicolau,6,0,87,49,2,0,3,0
Alessio Di Chirico,0,0,6,10,0,0,1,0
Jordan Mein,4,0,51,13,1,0,3,0
Tim Elliott,6,0,12,2,2,0,1,0
Stipe Miocic,4,0,70,21,0,1,6,0
Daniel Cormier,3,0,32,38,1,0,2,0
Calvin Kattar,0,0,85,89,0,0,0,0
Gian Villante,0,0,74,74,0,0,0,0
Rob Font,0,0,41,24,0,0,1,0
Kyle Bochniak,0,0,33,38,0,0,3,1
Abdul Razak Alhassan,0,0,13,8,0,0,0,1
Dustin Ortiz,1,4,36,19,0,2,7,1
Julio Arce,0,0,72,35,0,0,0,1
Enrique Barzola,0,0,55,43,0,0,5,0
Islam Makhachev,0,0,3,2,0,0,0,0
Jacare Souza,0,0,9,8,0,0,0,0
Andre Fili,1,1,80,103,0,0,4,1
Gregor Gillespie,7,0,34,7,0,0,1,0
Drew Dober,0,3,145,106,0,0,0,3
Bobby Green,2,2,110,56,0,0,1,1
Mirsad Bektic,0,0,12,5,0,0,0,0
Katlyn Chookagian,0,0,68,79,1,0,0,1
Randa Markos,6,1,46,18,0,0,2,1
Ji Yeon Kim,0,0,68,96,0,0,0,0
Vinc Pichel,0,0,60,45,0,0,1,0
Niko Price,3,0,24,21,3,0,2,1
Cory Sandhagen,1,1,80,32,0,0,1,1
Lyoto Machida,0,0,62,32,0,0,0,3
Valentina Shevchenko,4,0,95,2,2,0,2,0
Michel Prazeres,3,1,36,33,3,0,3,3
Tim Johnson,0,0,77,59,0,0,0,0
Douglas Silva de Andrade,0,0,97,72,0,0,1,0
Thiago Santos,0,1,58,10,0,0,0,1
Sergio Moraes,0,0,87,129,0,0,0,0
Alan Patrick,6,0,28,20,0,1,9,0
Polyana Viana,4,0,12,6,3,0,1,1
Iuri Alcantara,1,0,17,1,0,0,0,0
Donald Cerrone,0,0,28,25,0,0,0,0
Deiveson Figueiredo,3,0,31,9,1,0,2,0
Derrick Lewis,2,8,30,37,0,1,1,1
James Vick,0,2,68,26,0,1,1,3
Curtis Millender,0,1,47,33,0,0,0,1
Brandon Davis,1,1,114,73,0,0,0,1
Sage Northcutt,1,2,63,28,0,1,1,4
Diego Ferreira,2,0,29,8,0,0,0,0
Geoff Neal,0,0,14,7,1,0,0,0
Roberto Sanchez,2,0,2,1,1,0,3,0
Lucie Pudilova,2,1,75,43,0,2,0,2
Alex Morono,0,0,7,4,1,0,0,0
Oskar Piechota,0,0,17,8,0,0,0,0
Yoel Romero,0,0,45,45,0,0,0,0
Curtis Blaydes,10,0,56,14,0,0,10,0
Tai Tuivasa,0,0,38,3,0,0,0,0
Jake Matthews,4,0,63,49,1,0,2,0
Tyson Pedro,0,1,12,8,1,0,0,2
Dong Hyun Ma,0,0,67,46,0,0,0,0
Israel Adesanya,0,1,52,22,0,0,0,3
Alexander Volkanovski,4,0,73,8,0,0,2,0
Jussier Formiga,4,0,27,21,1,0,2,0
Ross Pearson,0,0,58,77,0,0,0,0
Jose Quinonez,1,0,49,33,0,0,2,1
Luke Jumeau,0,0,63,63,0,0,1,0
Cris Cyborg,0,1,33,5,0,0,1,1
Brian Ortega,0,0,25,27,0,0,0,0
Sean O'Malley,1,4,63,25,3,0,0,4
Andrei Arlovski,2,0,46,34,0,0,4,0
Ketlen Vieira,7,0,41,59,1,0,2,0
Mackenzie Dern,1,0,70,52,1,0,1,0
Alexander Hernandez,1,0,8,4,0,0,0,0
John Dodson,0,0,76,69,0,0,0,1
CB Dollaway,0,0,13,19,0,0,0,0
Jeremy Stephens,0,0,24,18,0,0,0,0
Jessica Andrade,8,1,92,69,0,0,10,2
Zak Ottow,0,0,22,4,0,0,0,0
Cody Stamann,0,3,95,59,0,0,0,1
Jordan Johnson,0,0,59,58,0,0,2,0
Ilir Latifi,0,0,25,7,1,0,0,0
Max Griffin,0,1,78,45,0,0,0,1
Brian Kelleher,0,0,94,116,0,0,1,0
Marion Reneau,0,1,23,9,1,0,0,2
Angela Hill,1,0,114,84,0,0,1,0
Alan Jouban,1,0,78,33,0,0,0,0
Sam Alvey,1,0,10,15,0,0,1,0
Rani Yahya,5,1,17,2,2,0,2,1
Alex Perez,1,0,29,41,0,0,5,0
Manny Bermudez,4,1,12,19,3,0,1,1
Alexander Volkov,0,3,48,48,0,0,2,3
Jan Blachowicz,0,0,97,37,0,0,1,0
Tom Duquesnoy,0,1,67,85,0,0,0,2
Leon Edwards,4,1,42,16,0,0,1,1
Charles Byrd,3,0,11,0,1,0,1,0
Danny Roberts,0,0,4,7,0,0,0,0
Danny Henry,0,0,2,3,1,0,0,0
Paul Craig,1,3,18,59,1,0,2,0
Kajan Johnson,2,1,33,24,0,1,2,3
Dmitry Sosnovskiy,5,1,28,24,2,0,2,0
Khabib Nurmagomedov,7,0,134,41,1,0,6,0
Rose Namajunas,0,0,105,145,0,0,1,0
Renato Moicano,0,0,116,41,0,0,0,0
Zabit Magomedsharipov,1,0,97,43,0,0,5,0
Chris Gruetzemacher,0,0,128,48,0,0,0,0
Karolina Kowalkiewicz,1,0,126,86,0,0,0,0
Olivier Aubin-Mercier,0,0,13,4,0,0,0,0
Ashlee Evans-Smith,0,0,116,88,0,0,1,0
Devin Clark,2,0,50,40,0,0,7,0
Dustin Poirier,0,0,174,115,0,0,0,0
Alex Oliveira,4,2,9,12,1,1,3,1
Israel Adesanya,0,1,57,46,0,0,0,2
Kevin Lee,11,0,142,51,0,0,4,0
Amanda Nunes,2,1,124,64,0,0,3,1
Michelle Waterson,0,1,61,36,0,3,3,0
Antonio Carlos Junior,1,0,31,7,1,0,1,0
Muslim Salikhov,0,0,25,19,0,0,0,0
Frankie Edgar,0,0,58,48,0,0,0,0
Justin Willis,1,0,76,69,0,0,1,0
David Branch,1,0,5,14,0,0,0,0
Aljamain Sterling,2,1,89,27,0,0,3,1
Kelvin Gastelum,0,3,53,64,0,1,0,1
Mackenzie Dern,3,0,15,6,1,0,0,0
John Lineker,0,0,102,50,1,0,0,1
Lyoto Machida,0,0,11,2,0,0,0,0
Cezar Ferreira,3,0,5,4,1,0,2,0
John Moraga,1,8,46,12,1,0,0,8
Brad Tavares,0,0,46,24,0,0,0,0
Gilbert Burns,2,0,31,20,0,0,2,0
Lauren Mueller,1,0,58,68,0,0,2,1
Yushin Okami,6,0,15,11,0,0,6,0
Dan Hooker,0,0,24,10,0,0,0,1
Ryan LaFlare,1,1,24,11,0,0,1,5
Ricky Simon,2,0,34,61,1,0,2,6
Siyar Bahadurzada,0,1,33,11,0,0,1,0
Corey Anderson,6,0,64,31,0,0,12,0
Aleksei Oleinik,0,1,10,10,1,0,0,1
Davi Ramos,2,0,6,1,1,0,1,0
Elizeu Zaleski dos Santos,0,0,15,14,0,0,0,0
Warlley Alves,0,0,29,12,0,0,0,1
Jack Hermansson,1,4,35,11,1,3,3,3
Adam Wieczorek,0,1,13,9,1,0,0,2
Alejandro Perez,0,2,44,22,0,2,0,3
Luke Sanders,0,0,59,61,0,0,0,1
Anthony Rocco Martin,1,0,56,24,2,0,0,2
Ramazan Emeev,0,0,39,12,0,0,3,1
Markus Perez,4,0,4,3,2,0,1,0
Darren Till,0,0,38,30,0,0,0,0
Neil Magny,1,0,18,6,0,0,0,0
Arnold Allen,0,4,29,20,1,0,0,6
Makwan Amirkhani,2,0,27,29,0,1,3,0
Kamaru Usman,0,0,66,27,0,0,0,0
Tatiana Suarez,4,0,2,6,1,0,2,0
Dominick Reyes,0,0,20,6,0,0,0,0
Guido Cannetti,4,0,25,22,1,1,1,2
Andrea Lee,8,0,56,24,2,1,3,1
Claudio Silva,4,0,18,6,1,0,1,1
Darren Stewart,0,0,34,15,0,0,0,0
Tom Breese,0,0,23,6,0,0,0,0
Lina Lansberg,0,0,40,38,0,0,1,2
Carlo Pedersoli,1,0,67,58,0,0,3,0
Gillian Robertson,6,0,17,10,1,0,2,0
Elias Theodorou,0,0,77,41,0,0,0,3
Vicente Luque,0,0,14,13,0,0,0,0
Michel Prazeres,3,0,30,28,0,0,3,0
Alexandre Pantoja,2,0,79,45,0,0,0,2
Poliana Botelho,0,0,9,2,0,0,0,0
Gabriel Benitez,0,0,9,2,0,1,1,0
Enrique Barzola,5,0,51,29,1,0,10,0
Frankie Saenz,2,0,66,44,0,1,4,0
Claudio Puelles,0,1,16,70,1,0,2,1
Israel Adesanya,2,1,119,40,1,0,0,1
Michael Trizano,2,0,42,29,1,0,0,1
Brad Katona,3,0,71,14,0,0,2,0
Alex Caceres,1,0,82,78,0,0,0,3
Roxanne Modafferi,4,0,51,24,0,0,1,0
Alessio Di Chirico,2,1,50,47,0,2,4,0
Montana De La Rosa,2,0,56,40,1,1,0,0
Luis Pena,1,1,8,7,1,0,1,2
John Gunther,3,0,27,59,0,1,8,0
Bryce Mitchell,0,5,38,51,1,0,3,3
Steven Peterson,2,0,74,57,1,0,2,0
Gerald Meerschaert,3,6,51,23,2,2,3,1
Marlon Moraes,0,0,7,0,0,0,0,0
Gregor Gillespie,7,0,13,7,2,0,7,0
Walt Harris,0,0,29,17,0,0,0,0
Ben Saunders,0,0,10,5,0,0,0,0
Leon Edwards,0,1,84,60,0,0,0,1
Ovince Saint Preux,0,0,7,9,1,1,0,0
Jessica Eye,2,0,67,51,0,0,1,0
Robert Whittaker,0,0,128,111,0,0,0,3
Colby Covington,2,1,99,105,0,0,7,3
Holly Holm,9,0,47,26,1,0,4,0
Tai Tuivasa,1,0,54,51,0,0,0,0
Mike Jackson,1,1,64,19,0,0,1,1
Julio Arce,1,0,63,37,1,0,0,0
Sam Alvey,0,0,53,50,0,0,0,0
Sijara Eubanks,2,0,75,49,0,0,2,0
David Teymur,0,0,67,61,0,0,0,0
Belal Muhammad,1,0,70,16,1,0,3,0
Desmond Green,0,0,77,28,0,0,0,0
Jingliang Li,0,0,96,45,0,0,0,0
Petr Yan,1,0,25,11,0,0,0,0
Song Yadong,3,0,39,8,1,0,1,0
Shane Young,1,0,104,57,0,0,1,0
Kenan Song,0,0,32,39,0,0,0,2
Jake Matthews,2,0,12,1,1,0,1,0
Xiaonan Yan,0,0,71,44,0,0,0,0
Curtis Blaydes,6,0,37,7,0,2,4,0
Claudia Gadelha,6,1,26,43,1,0,4,2
Mirsad Bektic,1,0,31,34,0,2,2,0
Chris de la Rocha,5,0,40,30,2,0,3,0
Anthony Smith,0,0,6,1,0,0,0,0
Sergio Pettis,0,0,74,59,0,0,0,2
Charles Oliveira,0,0,14,9,1,0,0,0
Nathaniel Wood,1,0,33,37,1,0,0,0
Jose Torres,0,1,22,31,0,0,1,2
Matt Schnell,0,0,71,48,0,0,0,0
Ulka Sasaki,9,0,25,7,1,0,5,0
Ji Yeon Kim,0,0,73,72,0,0,0,0
Dan Ige,2,0,25,0,0,0,1,0
Junior Dos Santos,0,0,110,51,0,0,0,0
Sage Northcutt,1,6,24,6,1,1,1,1
Rick Glenn,0,1,48,42,1,0,0,6
Niko Price,0,1,12,13,0,0,1,1
Chad Mendes,0,0,17,3,0,0,0,0
Cat Zingano,2,0,33,14,0,0,6,0
Alejandro Perez,0,0,53,48,0,0,0,0
Alexander Volkanovski,0,0,100,82,3,0,2,1
Said Nurmagomedov,0,0,65,32,0,0,1,0
Raoni Barcelos,1,0,82,102,0,0,3,1
Liz Carmouche,5,0,53,42,0,0,3,0
Mark De La Rosa,1,0,25,19,1,0,2,0
Jessica Aguilar,0,0,128,81,0,0,0,0
Daniel Cormier,0,0,25,24,0,0,0,1
Derrick Lewis,0,0,20,11,0,0,0,0
Mike Perry,0,0,62,56,0,0,2,0
Anthony Pettis,0,1,9,12,2,0,0,2
Khalil Rountree Jr.,0,0,9,5,0,0,0,0
Paulo Costa,0,0,75,58,0,0,0,0
Raphael Assuncao,4,0,54,20,0,0,2,0
Drakkar Klose,0,1,55,50,0,0,1,1
Curtis Millender,0,1,38,44,0,0,1,1
Dan Hooker,0,0,22,13,1,0,0,0
Al Iaquinta,0,3,111,102,0,0,0,3
Emily Whitmire,1,0,53,50,0,0,1,0
Edson Barboza,0,1,126,81,0,0,0,0
Rob Font,2,1,111,71,1,0,2,1
Charles Oliveira,1,0,0,1,1,0,1,0
Jon Jones,3,0,59,22,0,0,1,0
Amanda Nunes,0,0,13,3,0,0,0,0
Zak Ottow,0,0,14,25,0,0,1,1
Drakkar Klose,0,5,58,92,0,1,0,1
Joaquim Silva,1,6,95,116,2,0,1,3
Michael Chiesa,3,0,10,5,1,1,4,0
Corey Anderson,0,0,40,33,0,0,0,0
Alexander Volkanovski,0,1,54,28,0,0,0,3
Jack Hermansson,9,0,41,1,1,0,1,0
Zak Cummings,1,2,56,54,0,0,0,0
Dan Ige,7,0,56,56,0,1,3,0
Mike Rodriguez,0,0,35,10,0,0,0,0
Juan Adams,4,0,86,41,0,0,2,1
Andrei Arlovski,0,1,44,24,0,0,0,1
Megan Anderson,0,0,3,3,0,0,0,0
Petr Yan,1,0,76,28,1,0,3,0
Ryan Hall,0,0,6,3,1,0,0,0
Nathaniel Wood,4,0,61,15,1,0,2,0
Uriah Hall,0,0,39,68,0,0,0,0
Max Holloway,0,0,290,110,0,0,1,2
Valentina Shevchenko,3,0,89,78,0,0,5,0
Gunnar Nelson,2,0,11,36,1,0,2,0
Hakeem Dawodu,0,1,103,42,0,0,0,2
Curtis Millender,1,2,89,40,0,0,0,3
Montel Jackson,0,0,10,6,1,0,0,0
Thiago Santos,1,0,42,27,0,0,1,0
Nina Ansaroff,0,3,96,49,0,0,0,2
Gilbert Burns,4,0,76,40,0,0,3,0
Jessica Eye,0,0,81,65,0,0,0,0
Elias Theodorou,0,0,92,65,0,0,0,0
Brad Katona,0,1,76,69,0,1,0,4
Dhiego Lima,0,0,5,8,0,0,0,0
Diego Ferreira,6,0,54,20,1,0,2,0
Aleksandar Rakic,0,0,31,19,0,0,0,0
Henry Cejudo,0,0,18,1,0,0,0,0
Allen Crowder,2,0,12,29,1,0,1,0
Gregor Gillespie,7,0,51,1,0,0,6,0
Joseph Benavidez,2,2,21,49,0,0,7,3
Paige VanZant,1,4,17,10,2,0,0,4
Glover Teixeira,3,2,6,24,1,0,1,0
Donald Cerrone,0,0,80,49,0,0,1,0
Joanne Calderwood,4,1,85,53,2,0,1,1
Alonzo Menifield,0,0,33,11,0,0,0,0
Cory Sandhagen,2,0,17,9,2,0,1,1
Dennis Bermudez,8,0,63,23,2,0,5,0
Geoff Neal,0,0,71,63,0,0,0,0
Chance Rencountre,1,0,6,2,1,0,2,0
Jon Jones,0,0,125,36,0,0,3,0
Kamaru Usman,7,0,141,34,0,0,2,0
Ben Askren,0,1,0,26,1,0,1,1
Weili Zhang,4,0,63,30,0,0,2,0
Pedro Munhoz,1,0,25,21,0,0,0,0
Thiago Santos,1,0,52,20,0,0,1,0
Zabit Magomedsharipov,4,0,70,41,0,0,3,0
Johnny Walker,0,0,4,1,0,0,0,0
Stefan Struve,2,5,0,25,1,0,1,0
Michal Oleksiejczuk,0,0,14,9,0,0,0,0
Liz Carmouche,2,1,14,33,2,2,3,0
Cody Stamann,0,0,48,41,0,0,0,1
Diego Sanchez,5,0,56,23,0,0,4,0
Petr Yan,0,0,80,30,0,0,2,2
Magomed Ankalaev,2,0,30,23,0,0,1,0
Edmen Shahbazyan,0,0,13,1,0,0,0,0
Macy Chiasson,0,0,25,14,0,0,0,0
Hannah Cifers,0,0,67,77,0,0,0,0
Dwight Grant,0,0,20,17,0,0,0,1
Chris Fishgold,5,1,14,17,2,0,5,1
Gillian Robertson,7,1,5,23,1,0,2,1
Damir Hadzovic,3,0,58,24,0,0,2,0
Ismail Naurdiev,4,3,63,15,1,0,0,3
Diego Ferreira,0,0,83,43,1,0,0,3
Jorge Masvidal,0,0,35,21,0,0,1,1
Leon Edwards,1,1,31,9,0,0,2,3
Damir Ismagulov,0,0,64,38,0,0,0,0
Dominick Reyes,0,0,44,35,0,0,0,1
Nathaniel Wood,3,1,30,34,2,0,2,1
Claudio Silva,5,2,19,26,4,0,3,0
Jack Marshman,0,0,31,32,0,0,0,0
Arnold Allen,0,0,37,30,0,0,0,0
Marc Diakiese,2,0,63,15,0,0,3,1
Saparbeg Safarov,7,0,70,11,0,0,3,0
Dan Ige,1,0,10,4,1,0,1,0
Molly McCann,2,0,107,75,2,0,2,0
Mike Grundy,1,0,33,22,0,0,1,0
Anthony Pettis,0,0,32,47,0,0,0,0
Curtis Blaydes,4,0,22,2,0,0,7,0
John Makdessi,0,0,73,37,0,0,0,0
Jussier Formiga,7,0,26,14,0,0,3,0
Luis Pena,1,2,52,34,0,1,1,4
Maycee Barber,0,0,55,25,0,0,0,0
Bryce Mitchell,1,4,17,9,2,2,0,5
Justin Gaethje,0,0,20,13,0,0,0,0
Jack Hermansson,1,0,3,1,1,0,1,0
Marlon Vera,0,0,12,4,0,0,0,0
Jennifer Maia,0,2,60,72,0,0,0,1
Randa Markos,2,0,13,2,1,0,1,0
Junior Dos Santos,0,0,29,7,0,0,0,0
Elizeu Zaleski dos Santos,2,0,6,0,1,0,1,0
Niko Price,0,1,32,31,0,0,0,1
Josh Emmett,0,0,22,24,0,0,0,0
Michelle Waterson,1,0,64,57,1,0,2,0
Paul Craig,0,1,25,40,2,0,1,0
Sodiq Yusuff,1,0,73,54,0,0,0,0
Marina Rodriguez,0,1,118,50,0,1,0,0
Chris Gutierrez,0,0,69,15,0,0,0,0
Jordan Espinosa,0,0,47,25,0,0,1,0
Blagoy Ivanov,0,0,72,70,0,0,0,0
Beneil Dariush,4,0,37,31,1,0,2,0
Omari Akhmedov,0,0,52,41,0,0,0,0
Desmond Green,0,0,25,12,0,0,1,0
Kevin Aguilar,0,0,58,52,0,0,0,0
Kevin Holland,4,9,27,10,2,4,1,6
Casey Kenney,4,3,32,17,0,0,2,7
Dustin Poirier,0,0,178,181,0,1,1,0
Anthony Rocco Martin,1,2,50,19,0,0,0,3
Yana Kunitskaya,0,0,98,58,0,0,1,1
Grant Dawson,5,0,57,49,1,1,6,0
Maryna Moroz,0,0,56,64,0,0,1,0
Alex Perez,1,0,60,26,0,0,2,0
Israel Adesanya,0,0,109,91,2,0,0,1
Khalil Rountree Jr.,0,0,79,16,0,0,0,0
Dwight Grant,0,1,38,24,0,0,0,1
Nikita Krylov,2,2,27,4,2,0,1,3
Maurice Greene,0,0,70,66,0,0,0,0
Matt Schnell,1,0,14,13,2,0,1,0
Alex Morono,2,0,25,10,1,0,0,1
Alex White,0,0,49,42,3,0,2,1
Matt Frevola,7,0,31,35,2,1,4,0
Alexandre Pantoja,0,0,23,1,0,0,0,1
Max Griffin,2,0,47,64,3,0,6,0
Khalid Taha,0,0,5,0,0,0,0,0
Belal Muhammad,6,1,47,48,0,0,2,0
Montel Jackson,3,0,64,30,0,0,3,1
Poliana Botelho,2,1,47,47,0,0,2,0
Brandon Davis,0,0,35,46,1,0,0,0
Alistair Overeem,0,0,29,38,0,0,0,0
Islam Makhachev,2,0,14,13,0,0,4,1
Sergei Pavlovich,0,0,17,5,0,0,0,0
Roxanne Modafferi,5,0,33,64,0,0,5,0
Krzysztof Jotko,5,0,43,6,0,0,4,0
Movsar Evloev,1,0,50,26,0,0,5,0
Sultan Aliev,0,0,25,29,0,0,2,0
Alexander Yakovlev,0,2,14,8,1,0,1,1
Shamil Abdurakhimov,0,0,36,28,0,0,0,0
Michal Oleksiejczuk,0,0,8,6,0,0,0,0
Magomed Mustafaev,0,0,10,1,0,0,0,0
Jessica Andrade,0,1,47,55,0,1,2,0
Jared Cannonier,0,0,17,8,0,0,0,0
Alexander Volkanovski,0,0,95,29,0,0,0,0
Donald Cerrone,0,0,138,90,0,0,0,0
Laureano Staropoli,0,0,54,58,0,0,1,1
Irene Aldana,1,0,83,81,1,0,0,0
Ryan Spann,1,0,13,6,1,0,1,0
Derek Brunson,5,0,56,65,0,0,4,0
Shane Burgos,0,0,134,129,0,0,0,0
Thiago Moises,4,0,66,39,1,0,4,2
Warlley Alves,0,0,72,20,0,0,0,0
Jack Hermansson,1,0,148,90,1,0,3,0
Greg Hardy,0,0,14,1,0,0,0,0
Merab Dvalishvili,3,0,55,32,0,0,5,0
Walt Harris,0,0,17,1,0,0,0,0
Andrew Sanchez,3,0,72,69,0,0,2,0
Macy Chiasson,3,3,43,9,0,1,0,1
Clay Guida,0,0,80,64,0,0,1,0
Luana Carolina,1,0,111,69,3,0,0,0
Raoni Barcelos,3,0,59,20,1,0,0,0
Viviane Araujo,3,0,61,46,0,0,3,0
Rafael Dos Anjos,4,1,60,35,1,0,4,6
Ian Heinisch,5,4,39,15,0,0,1,4
Mike Perry,1,0,65,48,0,0,0,0
Glover Teixeira,3,1,30,74,1,0,0,0
Cory Sandhagen,0,0,120,106,0,1,2,1
Roosevelt Roberts,6,1,53,30,0,0,2,1
Vince Morales,0,0,59,28,0,0,0,1
Nordine Taleb,0,0,90,52,0,0,0,0
Matt Sayles,3,1,75,26,1,4,0,2
Arjan Bhullar,2,0,41,81,0,0,2,0
Felicia Spencer,1,0,22,3,1,0,1,0
Vicente Luque,0,1,18,6,0,0,0,1
Charles Oliveira,3,1,38,18,1,0,0,2
Davi Ramos,3,0,63,44,0,0,3,0
Takashi Sato,0,0,28,46,0,0,0,0
Augusto Sakai,0,0,42,75,0,0,0,0
Carla Esparza,3,5,25,17,0,0,4,3
Gilbert Burns,4,0,49,13,1,0,3,0
Cole Smith,2,1,38,15,2,2,2,0
Aspen Ladd,6,2,69,77,3,0,3,2
Desmond Green,1,0,78,55,0,0,4,0
Michel Pereira,0,0,6,2,0,0,0,0
Grant Dawson,4,0,27,20,1,0,3,0
Ed Herman,0,0,11,22,0,0,0,1
Jim Miller,1,0,6,10,1,0,2,0
Angela Hill,0,0,117,57,0,0,0,0
Dhiego Lima,0,0,65,65,0,0,0,0
Zak Cummings,0,0,34,31,1,0,0,0
Julio Arce,0,0,74,43,0,0,1,0
Anthony Smith,1,1,49,72,1,0,0,1
Aleksandar Rakic,0,0,2,2,0,0,0,0
Makwan Amirkhani,2,0,9,16,1,0,1,0
Christos Giagos,3,0,47,24,0,0,6,1
Daniel Teymur,0,0,40,21,0,1,1,1
Sergey Khandozhko,1,1,60,39,0,0,1,2
Lina Lansberg,2,2,50,6,0,0,1,1
Leonardo Santos,0,0,12,2,0,0,0,0
Frank Camacho,0,0,100,37,0,0,0,1
Bea Malecki,1,0,19,42,2,0,0,3
Devin Clark,0,1,40,26,0,0,2,1
Joel Alvarez,1,2,19,13,0,0,0,2
Chan Sung Jung,2,0,16,0,0,0,0,0
Randy Brown,0,1,89,47,0,0,0,0
Andre Ewell,0,4,73,35,0,0,0,2
Andrea Lee,2,0,73,14,0,1,1,5
Kevin Holland,0,0,58,51,0,0,0,2
Dan Ige,3,0,71,33,0,0,1,1
Ashley Yoder,8,0,75,23,0,1,1,0
Luis Pena,7,0,87,24,1,0,1,1
Francis Ngannou,0,0,9,4,0,0,0,0
Joseph Benavidez,1,1,50,15,0,0,0,1
Jairzinho Rozenstruik,0,0,4,0,0,0,0,0
Molly McCann,2,0,108,68,0,0,2,0
Deron Winn,0,0,169,108,0,0,0,0
Demian Maia,4,2,3,22,0,0,3,0
Vinc Pichel,6,2,60,31,1,0,3,2
Drew Dober,0,0,16,5,0,0,0,0
Henry Cejudo,1,0,90,57,1,0,1,0
Valentina Shevchenko,3,0,8,2,1,0,2,0
Tony Ferguson,0,0,104,68,0,0,0,1
Alonzo Menifield,0,0,8,7,0,0,0,0
Ricardo Ramos,3,0,40,38,0,1,3,0
Eryk Anders,0,0,11,2,0,0,0,0
Jared Gordon,5,4,48,34,0,1,2,2
Dalcha Lungiambula,4,0,32,13,0,0,4,0
Amanda Ribas,3,0,21,7,2,0,2,0
Jon Jones,0,0,59,43,0,0,0,0
Amanda Nunes,0,0,17,11,0,0,0,0
Jorge Masvidal,0,0,3,0,0,0,0,0
Jan Blachowicz,0,0,30,14,0,0,0,0
Petr Yan,1,0,56,73,0,0,1,0
Blagoy Ivanov,0,0,73,64,0,0,2,0
Tatiana Suarez,2,0,75,48,0,0,4,0
Aljamain Sterling,0,0,174,105,0,0,0,0
Alexa Grasso,0,0,148,90,1,0,0,0
Calvin Kattar,0,0,22,12,0,0,0,0
Xiaonan Yan,1,0,94,71,0,1,1,1
Maurice Greene,2,0,37,19,0,0,0,0
Michael Chiesa,8,1,47,7,0,0,5,1
Arnold Allen,0,0,102,23,0,0,1,0
Marlon Vera,2,1,10,22,1,0,1,1
Claudia Gadelha,0,0,40,25,0,0,0,0
Song Yadong,0,0,8,1,0,0,0,0
Edmen Shahbazyan,2,0,13,0,1,0,1,0
Chance Rencountre,4,1,4,21,0,0,2,2
Julia Avila,2,0,49,33,0,0,0,1
Darren Stewart,0,0,30,31,0,0,0,0
Eddie Wineland,0,0,74,55,0,0,0,0
Katlyn Chookagian,0,0,82,112,0,0,0,3
Germaine de Randamie,0,0,4,0,0,0,0,0
Urijah Faber,0,0,11,4,0,0,0,0
Josh Emmett,1,0,27,10,0,0,0,0
Karl Roberson,1,7,50,25,0,2,0,4
Marvin Vettori,2,0,78,39,0,0,2,0
Mike Rodriguez,0,3,70,55,0,3,0,4
Andre Fili,0,0,19,11,0,0,0,0
Julianna Pena,2,5,45,38,0,0,2,3
Ryan Hall,0,0,36,29,1,0,0,0
Jonathan Martinez,0,0,32,27,0,0,0,0
Brianna Van Buren,0,0,72,23,0,0,3,2
Benito Lopez,0,0,54,64,0,0,0,0
Valentina Shevchenko,3,0,42,18,0,0,1,0
Vicente Luque,0,0,84,87,1,0,0,0
Eduardo Garagorri,1,2,65,32,0,0,1,4
Volkan Oezdemir,0,0,64,18,0,0,0,1
Rodolfo Vieira,4,0,18,22,1,0,3,0
Enrique Barzola,0,0,83,90,0,0,3,0
Gilbert Burns,2,0,42,47,0,0,3,0
Ciryl Gane,1,0,15,7,1,0,0,0
Marina Rodriguez,0,0,84,41,1,0,1,0
Rogerio Bontorin,1,0,8,3,0,0,2,0
Chris Gutierrez,0,4,48,40,0,0,1,2
Alex Da Silva,4,0,17,20,0,0,3,0
Veronica Macedo,0,1,1,1,1,0,0,1
Stipe Miocic,0,2,123,181,0,0,1,1
Nate Diaz,4,0,114,69,0,1,1,0
Paulo Costa,0,0,118,125,0,0,0,1
Sodiq Yusuff,0,0,34,24,0,0,0,0
Derek Brunson,1,0,81,58,0,0,2,0
