event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,winner
May 10 2014,Neil Magny,Tim Means,4,0,29,30,0,1,4,3,Neil Magny
May 10 2014,Soa Palelei,Ruan Potts,3,0,5,0,0,2,1,0,Soa Palelei
May 10 2014,Chris Cariaso,Louis Smolka,1,1,64,42,4,0,2,1,Chris Cariaso
May 10 2014,Ed Herman,Rafael Natal,0,0,51,35,0,0,1,1,Ed Herman
May 10 2014,Kyoji Horiguchi,Darrell Montague,0,0,65,26,0,2,2,1,Kyoji Horiguchi
May 10 2014,Zak Cummings,Yan Cabral,3,4,28,23,1,2,3,1,Zak Cummings
May 10 2014,Johnny Eduardo,Eddie Wineland,0,0,11,6,0,0,0,0,Johnny Eduardo
May 10 2014,Nik Lentz,Manvel Gamburyan,1,0,52,28,0,1,4,1,Nik Lentz
May 10 2014,Justin Salas,Ben Wall,0,0,20,4,0,0,0,0,Justin Salas
May 10 2014,Albert Tumenov,Anthony Lapsley,0,0,6,2,0,0,0,0,Albert Tumenov
May 24 2014,TJ Dillashaw,Renan Barao,2,0,140,64,2,0,0,0,TJ Dillashaw
May 24 2014,Daniel Cormier,Dan Henderson,11,0,50,6,2,0,3,0,Daniel Cormier
May 24 2014,Robbie Lawler,Jake Ellenberger,0,0,68,29,0,0,0,2,Robbie Lawler
May 24 2014,Takeya Mizugaki,Francisco Rivera,3,0,35,41,0,1,0,3,Takeya Mizugaki
May 24 2014,James Krause,Jamie Varner,1,1,22,7,0,0,0,1,James Krause
May 24 2014,Michael Chiesa,Francisco Trinaldo,3,0,19,13,0,1,2,0,Michael Chiesa
May 24 2014,Tony Ferguson,Katsunori Kikuno,1,0,38,22,1,0,1,0,Tony Ferguson
May 24 2014,Chris Holdsworth,Chico Camus,13,0,26,25,2,0,4,0,Chris Holdsworth
May 24 2014,Mitch Clarke,Al Iaquinta,0,6,8,13,1,2,0,1,Mitch Clarke
May 24 2014,Vinc Pichel,Anthony Njokuani,8,0,57,24,0,0,8,0,Vinc Pichel
May 24 2014,Sam Sicilia,Aaron Phillips,7,1,37,18,1,1,5,0,Sam Sicilia
May 24 2014,Jingliang Li,David Michaud,3,2,61,41,0,2,2,3,Jingliang Li
May 31 2014,Stipe Miocic,Fabio Maldonado,0,0,8,2,0,0,0,0,Stipe Miocic
May 31 2014,Antonio Carlos Junior,Vitor Miranda,6,0,19,21,1,0,5,0,Antonio Carlos Junior
May 31 2014,Warlley Alves,Marcio Alexandre Junior,3,0,19,8,1,0,2,0,Warlley Alves
May 31 2014,Gegard Mousasi,Mark Munoz,3,0,18,3,2,0,0,0,Gegard Mousasi
May 31 2014,Demian Maia,Alexander Yakovlev,5,1,29,22,0,0,2,1,Demian Maia
May 31 2014,Robert Peralta,Rony Jason,0,1,51,30,0,1,1,2,Robert Peralta
May 31 2014,Rashid Magomedov,Rodrigo Damm,0,0,63,37,0,0,0,0,Rashid Magomedov
May 31 2014,CB Dollaway,Francis Carmont,7,0,44,29,0,1,3,1,CB Dollaway
May 31 2014,Sean Strickland,Luke Barnatt,0,0,48,44,0,0,1,0,Sean Strickland
May 31 2014,Niklas Backstrom,Tom Niinimaki,0,2,5,7,2,0,0,2,Niklas Backstrom
May 31 2014,Nick Hein,Drew Dober,2,1,50,49,0,0,2,0,Nick Hein
May 31 2014,Elias Silverio,Ernest Chavez,1,0,65,54,1,0,1,0,Elias Silverio
May 31 2014,Gasan Umalatov,Paulo Thiago,1,0,24,42,0,0,1,1,Gasan Umalatov
May 31 2014,Kevin Souza,Mark Eddiva,0,0,79,54,0,0,0,0,Kevin Souza
May 31 2014,Magnus Cedenblad,Krzysztof Jotko,4,3,17,15,1,0,3,0,Magnus Cedenblad
May 31 2014,Iuri Alcantara,Vaughan Lee,0,0,5,4,0,0,0,0,Iuri Alcantara
May 31 2014,Peter Sobotta,Pawel Pawlak,5,0,47,21,0,0,3,0,Peter Sobotta
May 31 2014,Maximo Blanco,Andy Ogle,1,2,60,44,0,0,1,1,Maximo Blanco
May 31 2014,Ricardo Abreu,Wagner Silva,3,0,33,17,1,0,0,0,Ricardo Abreu
May 31 2014,Marcos Rogerio de Lima,Richardson Moreira,0,0,7,3,0,0,0,0,Marcos Rogerio de Lima
May 31 2014,Pedro Munhoz,Matt Hobar,0,0,24,7,1,0,2,0,Pedro Munhoz
June 07 2014,Benson Henderson,Rustam Khabilov,3,0,26,18,2,0,1,6,Benson Henderson
June 07 2014,Diego Sanchez,Ross Pearson,0,0,33,51,0,0,0,1,Diego Sanchez
May 31 2014,Ruslan Magomedov,Viktor Pesta,0,1,47,26,0,0,0,1,Ruslan Magomedov
June 07 2014,John Dodson,John Moraga,0,0,27,8,0,0,1,0,John Dodson
June 07 2014,Rafael Dos Anjos,Jason High,2,0,36,24,3,0,2,3,Rafael Dos Anjos
June 07 2014,Piotr Hallmann,Yves Edwards,4,0,56,27,1,0,4,1,Piotr Hallmann
June 07 2014,Bryan Caraway,Erik Perez,4,0,7,10,2,0,2,1,Bryan Caraway
June 07 2014,Sergio Pettis,Yaotzin Meza,0,0,54,43,0,0,0,1,Sergio Pettis
June 07 2014,Lance Benoist,Bobby Voelker,6,0,56,37,0,0,2,0,Lance Benoist
June 07 2014,Scott Jorgensen,Danny Martinez,7,0,40,47,0,0,10,0,Scott Jorgensen
June 07 2014,Jon Tuck,Jake Lindsey,9,0,46,49,0,0,3,0,Jon Tuck
June 07 2014,Patrick Cummins,Roger Narvaez,0,0,32,3,1,0,3,0,Patrick Cummins
June 14 2014,Demetrious Johnson,Ali Bagautinov,0,0,133,36,0,0,0,2,Demetrious Johnson
June 14 2014,Rory MacDonald,Tyron Woodley,1,0,49,26,0,0,1,0,Rory MacDonald
June 14 2014,Ryan Bader,Rafael Feijao,2,0,53,10,0,0,7,0,Ryan Bader
June 14 2014,Andrei Arlovski,Brendan Schaub,0,0,12,30,0,0,0,1,Andrei Arlovski
June 14 2014,Ovince Saint Preux,Ryan Jimmo,3,0,14,15,1,0,2,0,Ovince Saint Preux
June 14 2014,Kiichi Kunimoto,Daniel Sarafian,3,0,5,3,1,1,1,0,Kiichi Kunimoto
June 14 2014,Valerie Letourneau,Elizabeth Phillips,0,0,104,67,0,0,0,0,Valerie Letourneau
June 14 2014,Yves Jabouin,Mike Easton,2,3,60,42,0,0,5,0,Yves Jabouin
June 14 2014,Tae Hyun Bang,Kajan Johnson,2,3,34,29,0,0,0,4,Tae Hyun Bang
June 14 2014,Michinori Tanaka,Roland Delorme,4,3,21,2,1,0,3,1,Michinori Tanaka
June 14 2014,Jason Saggo,Josh Shockley,9,0,10,6,0,1,2,0,Jason Saggo
June 28 2014,Nate Marquardt,James Te Huna,2,0,17,6,1,0,2,0,Nate Marquardt
June 28 2014,Jared Rosholt,Soa Palelei,2,1,43,11,0,0,1,0,Jared Rosholt
June 28 2014,Charles Oliveira,Hatsu Hioki,0,6,24,11,2,0,3,3,Charles Oliveira
June 28 2014,Robert Whittaker,Mike Rhodes,1,0,66,47,0,0,1,0,Robert Whittaker
June 28 2014,Jake Matthews,Dashon Johnson,4,0,60,11,1,1,4,0,Jake Matthews
June 28 2014,Richie Vaculik,Roldan Sangcha-an,7,1,27,36,2,0,4,1,Richie Vaculik
June 28 2014,Vik Grujic,Chris Indich,2,0,15,14,0,0,1,1,Vik Grujic
June 28 2014,Neil Magny,Rodrigo de Lima,0,3,30,5,0,2,2,1,Neil Magny
June 28 2014,Dan Hooker,Ian Entwistle,0,0,12,1,0,3,0,0,Dan Hooker
June 28 2014,Gian Villante,Sean O'Connell,0,0,93,109,0,2,0,0,Gian Villante
July 05 2014,Chris Weidman,Lyoto Machida,2,0,65,58,0,0,5,0,Chris Weidman
July 05 2014,Ronda Rousey,Alexis Davis,1,0,14,2,0,0,1,0,Ronda Rousey
July 05 2014,Uriah Hall,Thiago Santos,0,0,42,44,1,0,1,0,Uriah Hall
July 05 2014,Russell Doane,Marcus Brimage,2,0,24,27,0,0,3,2,Russell Doane
July 05 2014,Urijah Faber,Alex Caceres,1,0,20,20,1,0,5,0,Urijah Faber
July 05 2014,Kenny Robertson,Ildemar Alcantara,3,0,70,22,2,0,3,1,Kenny Robertson
July 05 2014,Bruno Santos,Chris Camozzi,7,0,25,42,0,1,4,0,Bruno Santos
July 05 2014,Rob Font,George Roop,0,0,12,10,0,0,0,0,Rob Font
July 05 2014,Luke Zachrich,Guilherme Vasconcelos,0,0,66,49,0,0,1,0,Luke Zachrich
July 05 2014,Kevin Casey,Bubba Bush,1,0,15,2,0,0,0,0,Kevin Casey
June 28 2014,Cub Swanson,Jeremy Stephens,0,0,87,65,0,0,0,2,Cub Swanson
June 28 2014,Kelvin Gastelum,Nico Musoke,0,1,67,36,0,0,0,2,Kelvin Gastelum
June 28 2014,Cezar Ferreira,Andrew Craig,1,0,20,16,0,0,2,0,Cezar Ferreira
June 28 2014,Ricardo Lamas,Hacran Dias,2,0,33,31,1,0,2,2,Ricardo Lamas
June 28 2014,Clint Hester,Antonio Braga Neto,0,7,40,16,0,0,1,3,Clint Hester
July 16 2014,Donald Cerrone,Jim Miller,0,0,37,30,0,0,0,1,Donald Cerrone
July 16 2014,Edson Barboza,Evan Dunham,0,0,10,10,0,0,0,0,Edson Barboza
June 28 2014,Joe Ellenberger,James Moontasri,1,1,22,35,2,0,3,0,Joe Ellenberger
June 28 2014,Diego Ferreira,Colton Smith,1,0,7,2,1,0,1,0,Diego Ferreira
June 28 2014,Cody Gibson,Johnny Bedford,0,0,3,7,0,0,0,0,Cody Gibson
July 16 2014,Rick Story,Leonardo Mafra,8,0,24,11,1,0,3,0,Rick Story
July 16 2014,Joe Proctor,Justin Salas,0,0,25,35,0,0,0,0,Joe Proctor
July 16 2014,John Lineker,Alptekin Ozkilic,0,1,133,88,0,0,2,1,John Lineker
July 16 2014,Lucas Martins,Alex White,0,0,53,42,0,0,0,0,Lucas Martins
July 06 2014,Frankie Edgar,BJ Penn,3,0,90,13,0,0,3,0,Frankie Edgar
July 06 2014,Corey Anderson,Matt Van Buren,0,0,24,2,0,0,2,0,Corey Anderson
June 28 2014,Marcelo Guimaraes,Andy Enz,0,0,78,42,0,0,3,0,Marcelo Guimaraes
June 28 2014,Ray Borg,Shane Howell,2,0,2,0,2,0,1,0,Ray Borg
June 28 2014,Aleksei Oleinik,Anthony Hamilton,1,0,10,6,1,0,1,0,Aleksei Oleinik
July 16 2014,Gleison Tibau,Pat Healy,2,0,44,54,0,0,4,0,Gleison Tibau
July 16 2014,Leslie Smith,Jessamyn Duke,0,0,36,16,0,0,0,0,Leslie Smith
July 16 2014,Aljamain Sterling,Hugo Viana,5,0,62,15,0,0,4,0,Aljamain Sterling
July 06 2014,Eddie Gordon,Dhiego Lima,0,0,22,5,0,0,0,0,Eddie Gordon
July 06 2014,Derrick Lewis,Guto Inocente,0,0,6,6,0,0,1,0,Derrick Lewis
July 06 2014,Dustin Ortiz,Justin Scoggins,3,1,39,24,0,3,2,5,Dustin Ortiz
July 16 2014,Yosdenis Cedeno,Jerrod Sanders,1,0,13,2,0,0,0,0,Yosdenis Cedeno
July 16 2014,Claudia Gadelha,Tina Lahdemaki,5,0,70,29,2,0,5,0,Claudia Gadelha
July 06 2014,Kevin Lee,Jesse Ronson,3,0,49,48,0,1,4,1,Kevin Lee
July 06 2014,Leandro Issa,Jumabieke Tuerxun,5,0,44,33,3,0,2,0,Leandro Issa
July 06 2014,Adriano Martins,Juan Puig,0,0,9,13,0,0,0,0,Adriano Martins
July 06 2014,Patrick Walsh,Daniel Spohn,7,2,11,24,3,2,5,0,Patrick Walsh
July 06 2014,Sarah Moras,Alexis Dufresne,0,7,15,12,0,0,1,3,Sarah Moras
July 06 2014,Robert Drysdale,Keith Berish,1,0,0,0,3,0,1,0,Robert Drysdale
July 26 2014,Robbie Lawler,Matt Brown,2,0,80,82,0,0,2,2,Robbie Lawler
July 26 2014,Anthony Johnson,Rogerio Nogueira,0,0,8,0,0,0,0,0,Anthony Johnson
July 26 2014,Dennis Bermudez,Clay Guida,2,0,47,28,1,0,2,0,Dennis Bermudez
July 26 2014,Bobby Green,Josh Thomson,0,0,59,45,0,0,0,0,Bobby Green
July 26 2014,Jorge Masvidal,Daron Cruickshank,2,1,51,19,2,1,2,2,Jorge Masvidal
July 26 2014,Patrick Cummins,Kyle Kingsbury,8,0,73,22,0,0,10,0,Patrick Cummins
July 26 2014,Tim Means,Hernani Perpetuo,0,0,85,61,0,0,1,0,Tim Means
July 26 2014,Mike de la Torre,Brian Ortega,0,1,6,3,0,2,0,1,Mike de la Torre
July 26 2014,Tiago Trator,Akbarh Arreola,0,1,62,30,0,0,0,2,Tiago Trator
July 26 2014,Gilbert Burns,Andreas Stahl,2,0,44,41,0,0,2,0,Gilbert Burns
July 26 2014,Joanna Jedrzejczyk,Juliana Lima,0,1,46,18,0,0,0,1,Joanna Jedrzejczyk
July 26 2014,Noad Lahat,Steven Siler,2,2,26,35,2,0,4,0,Noad Lahat
August 23 2014,Rafael Dos Anjos,Benson Henderson,0,0,18,10,0,0,0,0,Rafael Dos Anjos
August 23 2014,Jordan Mein,Mike Pyle,0,0,10,2,0,0,0,0,Jordan Mein
August 23 2014,Thales Leites,Francis Carmont,0,0,18,18,0,0,0,0,Thales Leites
August 23 2014,Michael Bisping,Cung Le,0,0,92,38,0,0,0,0,Michael Bisping
August 23 2014,Max Holloway,Clay Collard,4,0,124,70,0,0,0,1,Max Holloway
August 23 2014,James Vick,Valmir Lazaro,0,1,77,91,0,0,0,4,James Vick
August 23 2014,Chas Skelly,Tom Niinimaki,4,0,2,1,1,1,1,0,Chas Skelly
August 23 2014,Tyron Woodley,Dong Hyun Kim,0,0,13,2,0,0,0,0,Tyron Woodley
August 23 2014,Zhang Lipeng,Brendan O'Reilly,3,1,19,15,1,0,2,0,Zhang Lipeng
August 23 2014,Ning Guangyou,Jianping Yang,3,1,31,21,1,0,2,1,Ning Guangyou
August 16 2014,Ryan Bader,Ovince Saint Preux,5,1,24,24,1,0,9,2,Ryan Bader
August 16 2014,Ross Pearson,Gray Maynard,0,0,26,15,0,0,0,2,Ross Pearson
August 23 2014,Neil Magny,Alex Garcia,2,2,39,5,0,0,3,3,Neil Magny
August 23 2014,Beneil Dariush,Anthony Rocco Martin,2,1,26,34,1,0,2,1,Beneil Dariush
August 23 2014,Matt Hobar,Aaron Phillips,6,0,63,38,0,0,6,0,Matt Hobar
August 23 2014,Sai Wang,Danny Mitchell,0,0,64,58,0,1,0,0,Sai Wang
August 23 2014,Alberto Mina,Shinsho Anzai,1,1,34,31,0,0,0,1,Alberto Mina
August 23 2014,Ulka Sasaki,Roland Delorme,1,0,5,1,1,0,0,0,Ulka Sasaki
August 16 2014,Tim Boetsch,Brad Tavares,0,0,14,24,0,0,1,0,Tim Boetsch
August 16 2014,Alan Jouban,Seth Baczynski,0,0,25,25,0,0,0,1,Alan Jouban
August 16 2014,Shawn Jordan,Jack May,4,0,32,20,0,0,3,0,Shawn Jordan
August 23 2014,Ben Saunders,Chris Heatherly,0,1,4,4,2,0,0,1,Ben Saunders
August 23 2014,Wilson Reis,Joby Sanchez,9,1,22,20,1,0,9,0,Wilson Reis
August 23 2014,Colby Covington,An Ying Wang,8,0,11,0,0,0,2,0,Colby Covington
August 23 2014,Royston Wee,Yao Zhikui,4,0,18,27,0,0,3,0,Royston Wee
August 23 2014,Milana Dudieva,Elizabeth Phillips,2,1,11,25,0,0,2,0,Milana Dudieva
August 16 2014,Thiago Tavares,Robert Peralta,2,0,18,0,1,0,2,0,Thiago Tavares
August 16 2014,Jussier Formiga,Zach Makovsky,3,1,11,25,0,0,2,1,Jussier Formiga
August 16 2014,Sara McMann,Lauren Murphy,3,0,38,48,0,0,5,0,Sara McMann
August 16 2014,Tom Watson,Sam Alvey,0,0,85,82,0,0,0,0,Tom Watson
August 16 2014,Frankie Saenz,Nolan Ticman,2,0,67,25,0,0,5,0,Frankie Saenz
September 20 2014,Mark Hunt,Roy Nelson,0,1,32,20,0,0,0,1,Mark Hunt
September 20 2014,Myles Jury,Takanori Gomi,0,0,10,1,0,0,0,0,Myles Jury
September 20 2014,Yoshihiro Akiyama,Amir Sadollah,3,0,57,42,0,0,2,0,Yoshihiro Akiyama
September 20 2014,Miesha Tate,Rin Nakai,0,2,55,16,0,0,1,3,Miesha Tate
September 20 2014,Kiichi Kunimoto,Richard Walsh,1,0,36,59,0,0,1,0,Kiichi Kunimoto
September 20 2014,Kyoji Horiguchi,Jon Delos Reyes,1,0,31,13,0,0,0,0,Kyoji Horiguchi
September 20 2014,Masanori Kanehara,Alex Caceres,1,0,32,24,2,0,2,0,Masanori Kanehara
September 20 2014,Katsunori Kikuno,Sam Sicilia,0,0,32,36,1,0,1,0,Katsunori Kikuno
September 20 2014,Hyun Gyu Lim,Takenori Sato,0,0,10,1,0,0,0,0,Hyun Gyu Lim
September 20 2014,Kyung Ho Kang,Michinori Tanaka,10,4,21,22,2,0,0,3,Kyung Ho Kang
September 20 2014,Johnny Case,Kazuki Tokudome,0,1,13,12,0,0,0,1,Johnny Case
September 20 2014,Maximo Blanco,Dan Hooker,1,0,132,99,0,0,3,0,Maximo Blanco
July 19 2014,Conor McGregor,Diego Brandao,1,0,18,9,0,1,1,0,Conor McGregor
July 19 2014,Gunnar Nelson,Zak Cummings,1,0,13,18,1,0,1,0,Gunnar Nelson
July 19 2014,Ian McCall,Brad Pickett,4,0,56,22,0,0,3,0,Ian McCall
July 19 2014,Norman Parke,Naoyuki Kotani,2,0,34,8,0,0,2,0,Norman Parke
July 19 2014,Ilir Latifi,Chris Dempsey,0,0,16,1,0,0,1,0,Ilir Latifi
July 19 2014,Neil Seery,Phil Harris,1,0,60,40,0,0,2,2,Neil Seery
July 19 2014,Cathal Pendred,Mike King,1,3,11,38,1,2,3,1,Cathal Pendred
July 19 2014,Trevor Smith,Tor Troeng,6,2,42,26,2,0,2,1,Trevor Smith
July 19 2014,Nikita Krylov,Cody Donovan,2,2,42,21,0,2,0,1,Nikita Krylov
July 19 2014,Paddy Holohan,Joshua Sampo,2,0,10,3,1,1,0,0,Paddy Holohan
October 04 2014,Rick Story,Gunnar Nelson,0,0,168,53,0,0,1,1,Rick Story
October 04 2014,Max Holloway,Akira Corassani,0,0,31,11,0,0,0,0,Max Holloway
October 04 2014,Jan Blachowicz,Ilir Latifi,0,0,13,2,0,0,0,0,Jan Blachowicz
October 04 2014,Mike Wilkinson,Niklas Backstrom,0,0,6,7,0,0,0,0,Mike Wilkinson
October 04 2014,Magnus Cedenblad,Scott Askham,1,0,23,42,0,0,3,0,Magnus Cedenblad
October 04 2014,Nico Musoke,Alexander Yakovlev,0,0,70,44,0,0,0,0,Nico Musoke
October 04 2014,Dennis Siver,Charles Rosa,15,1,33,22,1,1,3,2,Dennis Siver
October 04 2014,Cathal Pendred,Gasan Umalatov,1,0,55,38,0,0,1,0,Cathal Pendred
October 04 2014,Krzysztof Jotko,Tor Troeng,0,0,74,15,0,0,1,0,Krzysztof Jotko
October 04 2014,Mairbek Taisumov,Marcin Bandel,0,0,9,3,0,0,0,0,Mairbek Taisumov
October 04 2014,Zubaira Tukhugov,Ernest Chavez,0,0,40,12,0,0,0,0,Zubaira Tukhugov
October 04 2014,Rory MacDonald,Tarec Saffiedine,0,0,47,42,0,0,1,0,Rory MacDonald
October 04 2014,Raphael Assuncao,Bryan Caraway,0,0,75,39,0,0,2,2,Raphael Assuncao
October 04 2014,Chad Laprise,Yosdenis Cedeno,5,0,35,17,0,0,4,0,Chad Laprise
October 04 2014,Elias Theodorou,Bruno Santos,2,2,43,16,0,0,3,4,Elias Theodorou
October 04 2014,Nordine Taleb,Jingliang Li,0,0,66,43,0,0,2,2,Nordine Taleb
October 04 2014,Mitch Gagnon,Roman Salazar,1,0,5,3,1,0,1,0,Mitch Gagnon
October 04 2014,Daron Cruickshank,Anthony Njokuani,1,0,42,40,0,0,6,0,Daron Cruickshank
October 04 2014,Olivier Aubin-Mercier,Jake Lindsey,4,1,31,24,1,0,2,1,Olivier Aubin-Mercier
October 04 2014,Paul Felder,Jason Saggo,1,7,51,29,0,0,1,6,Paul Felder
October 04 2014,Chris Kelades,Paddy Holohan,5,4,50,26,1,0,2,3,Chris Kelades
October 04 2014,Albert Tumenov,Matt Dwyer,0,0,4,0,0,0,0,0,Albert Tumenov
October 04 2014,Pedro Munhoz,Jerrod Sanders,0,0,2,1,1,0,0,0,Pedro Munhoz
September 27 2014,Demetrious Johnson,Chris Cariaso,4,0,27,6,2,0,1,0,Demetrious Johnson
September 27 2014,Donald Cerrone,Eddie Alvarez,1,0,88,48,0,0,0,0,Donald Cerrone
September 27 2014,Conor McGregor,Dustin Poirier,0,0,9,10,0,0,0,0,Conor McGregor
September 27 2014,Yoel Romero,Tim Kennedy,1,0,39,30,0,1,3,0,Yoel Romero
September 27 2014,Cat Zingano,Amanda Nunes,5,1,40,22,3,0,3,1,Cat Zingano
September 27 2014,Dominick Cruz,Takeya Mizugaki,1,0,26,2,0,0,2,0,Dominick Cruz
September 27 2014,Jorge Masvidal,James Krause,2,0,69,58,0,0,2,0,Jorge Masvidal
September 27 2014,Stephen Thompson,Patrick Cote,0,0,64,53,0,0,0,0,Stephen Thompson
September 27 2014,Brian Ebersole,John Howard,2,2,49,42,0,0,1,2,Brian Ebersole
September 27 2014,Kevin Lee,Jon Tuck,3,0,74,30,0,2,4,0,Kevin Lee
September 27 2014,Manvel Gamburyan,Cody Gibson,0,3,11,49,1,0,2,1,Manvel Gamburyan
October 25 2014,Jose Aldo,Chad Mendes,2,0,102,77,0,0,0,1,Jose Aldo
October 25 2014,Phil Davis,Glover Teixeira,4,0,49,9,0,0,9,0,Phil Davis
October 25 2014,Fabio Maldonado,Hans Stringer,0,1,28,33,0,0,0,3,Fabio Maldonado
October 25 2014,Darren Elkins,Lucas Martins,0,0,47,26,0,1,1,0,Darren Elkins
October 25 2014,Beneil Dariush,Diego Ferreira,2,0,32,21,0,0,3,0,Beneil Dariush
October 25 2014,Neil Magny,William Patolino,4,0,65,24,0,0,2,0,Neil Magny
October 25 2014,Yan Cabral,Naoyuki Kotani,3,1,11,5,1,0,2,1,Yan Cabral
October 25 2014,Wilson Reis,Scott Jorgensen,2,0,13,6,1,0,1,0,Wilson Reis
October 25 2014,Andre Fili,Felipe Arantes,4,3,42,29,1,1,5,3,Andre Fili
October 25 2014,Gilbert Burns,Christos Giagos,3,0,7,4,2,0,1,0,Gilbert Burns
October 25 2014,Anthony Rocco Martin,Fabricio Camoes,2,0,1,1,3,0,1,0,Anthony Rocco Martin
November 07 2014,Luke Rockhold,Michael Bisping,1,0,20,16,1,0,0,0,Luke Rockhold
November 07 2014,Al Iaquinta,Ross Pearson,0,0,31,20,0,0,0,0,Al Iaquinta
November 07 2014,Robert Whittaker,Clint Hester,2,0,49,28,0,0,1,0,Robert Whittaker
November 07 2014,Soa Palelei,Walt Harris,2,0,24,22,0,0,1,0,Soa Palelei
November 07 2014,Jake Matthews,Vagner Rocha,0,0,26,14,1,0,1,0,Jake Matthews
November 15 2014,Fabricio Werdum,Mark Hunt,0,1,21,10,0,0,0,1,Fabricio Werdum
November 15 2014,Kelvin Gastelum,Jake Ellenberger,1,0,16,10,1,0,1,1,Kelvin Gastelum
November 07 2014,Anthony Perosh,Guto Inocente,5,0,11,1,1,0,1,0,Anthony Perosh
November 07 2014,Sam Alvey,Dylan Andrews,1,2,6,4,0,0,0,2,Sam Alvey
November 07 2014,Louis Smolka,Richie Vaculik,2,2,67,74,0,1,1,2,Louis Smolka
November 07 2014,Chris Clements,Vik Grujic,0,1,25,7,0,0,0,1,Chris Clements
November 07 2014,Daniel Kelly,Luke Zachrich,2,0,25,23,1,0,1,0,Daniel Kelly
November 15 2014,Ricardo Lamas,Dennis Bermudez,1,0,14,8,1,0,0,0,Ricardo Lamas
November 15 2014,Augusto Montano,Chris Heatherly,0,2,30,8,0,0,0,1,Augusto Montano
November 15 2014,Hector Urbina,Edgar Garcia,1,1,4,12,2,0,0,2,Hector Urbina
November 15 2014,Yair Rodriguez,Leonardo Morales,3,0,34,33,5,0,2,0,Yair Rodriguez
November 07 2014,Marcus Brimage,Jumabieke Tuerxun,0,0,5,6,0,0,0,0,Marcus Brimage
November 15 2014,Alejandro Perez,Jose Quinonez,1,3,38,38,1,2,1,3,Alejandro Perez
November 15 2014,Jessica Eye,Leslie Smith,0,0,80,28,0,0,0,0,Jessica Eye
November 15 2014,Gabriel Benitez,Humberto Brown,0,1,23,18,5,0,0,1,Gabriel Benitez
November 15 2014,Henry Briones,Guido Cannetti,1,1,32,35,1,0,0,1,Henry Briones
November 15 2014,Marco Beltran,Marlon Vera,2,7,31,25,0,2,1,1,Marco Beltran
November 08 2014,Ovince Saint Preux,Mauricio Rua,0,0,9,2,0,0,0,0,Ovince Saint Preux
November 08 2014,Warlley Alves,Alan Jouban,1,0,47,79,1,0,1,0,Warlley Alves
November 08 2014,Claudio Silva,Leon Edwards,8,1,34,33,1,0,3,0,Claudio Silva
November 08 2014,Dhiego Lima,Jorge de Oliveira,9,0,70,23,4,0,6,0,Dhiego Lima
November 08 2014,Juliana Lima,Nina Ansaroff,0,0,21,23,0,2,1,0,Juliana Lima
November 08 2014,Diego Rivas,Rodolfo Rubio,6,6,15,17,0,0,2,2,Diego Rivas
November 08 2014,Caio Magalhaes,Trevor Smith,0,0,9,2,0,0,0,0,Caio Magalhaes
November 08 2014,Leandro Silva,Charlie Brenneman,2,1,4,4,1,0,1,3,Leandro Silva
November 08 2014,Thomas Almeida,Tim Gorman,0,1,120,67,0,0,0,2,Thomas Almeida
November 08 2014,Colby Covington,Wagner Silva,6,0,23,16,1,0,5,0,Colby Covington
November 22 2014,Frankie Edgar,Cub Swanson,16,0,93,31,2,0,7,0,Frankie Edgar
November 22 2014,Edson Barboza,Bobby Green,0,0,54,50,0,0,0,0,Edson Barboza
November 22 2014,Chico Camus,Brad Pickett,0,1,71,53,0,0,1,2,Chico Camus
November 22 2014,Aleksei Oleinik,Jared Rosholt,0,0,13,19,0,0,0,0,Aleksei Oleinik
November 22 2014,Joseph Benavidez,Dustin Ortiz,2,0,94,37,0,0,2,2,Joseph Benavidez
November 22 2014,Matt Wiman,Isaac Vallie-Flagg,3,0,68,80,0,0,0,0,Matt Wiman
November 22 2014,Ruslan Magomedov,Josh Copeland,0,0,63,20,0,0,1,0,Ruslan Magomedov
November 22 2014,Roger Narvaez,Luke Barnatt,2,0,48,34,2,0,0,0,Roger Narvaez
November 22 2014,James Vick,Nick Hein,0,1,40,25,0,0,0,0,James Vick
November 22 2014,Akbarh Arreola,Yves Edwards,3,0,12,5,1,0,1,0,Akbarh Arreola
November 22 2014,Paige VanZant,Kailin Curran,0,4,61,28,3,0,3,5,Paige VanZant
November 22 2014,Dooho Choi,Juan Puig,0,0,10,0,0,0,0,0,Dooho Choi
December 12 2014,Carla Esparza,Rose Namajunas,6,0,42,28,1,0,5,1,Carla Esparza
December 12 2014,Charles Oliveira,Jeremy Stephens,4,0,43,48,3,0,2,0,Charles Oliveira
December 12 2014,KJ Noons,Daron Cruickshank,0,0,18,23,0,0,0,2,KJ Noons
December 12 2014,Yancy Medeiros,Joe Proctor,0,0,25,15,1,0,0,0,Yancy Medeiros
December 12 2014,Jessica Penne,Randa Markos,8,2,39,55,0,0,4,1,Jessica Penne
December 12 2014,Felice Herrig,Lisa Ellis,8,0,8,4,3,1,1,2,Felice Herrig
December 12 2014,Heather Jo Clark,Bec Rawlings,4,0,56,69,1,0,1,0,Heather Jo Clark
December 12 2014,Joanne Calderwood,Seohee Ham,3,0,109,58,0,0,2,0,Joanne Calderwood
