event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,winner
April 18 2009,Luiz Cane,Steve Cantwell,0,0,87,69,0,0,0,0,Luiz Cane
April 18 2009,Denis Kang,Xavier Foupa-Pokam,7,0,31,23,1,0,5,0,Denis Kang
April 18 2009,Nate Quarry,Jason MacDonald,1,0,16,1,0,0,1,0,Nate Quarry
April 18 2009,Ed Herman,David Loiseau,9,0,71,6,0,0,5,0,Ed Herman
April 18 2009,Mark Bocek,David Bielkheden,6,0,20,4,1,0,1,0,Mark Bocek
April 18 2009,TJ Grant,Ryo Chonan,7,0,34,31,0,0,3,2,TJ Grant
April 18 2009,Eliot Marshall,Vinny Magalhaes,0,3,44,34,0,0,0,2,Eliot Marshall
June 13 2009,Rich Franklin,Wanderlei Silva,2,0,52,38,0,0,1,1,Rich Franklin
June 13 2009,Cain Velasquez,Cheick Kongo,11,0,29,21,2,0,7,1,Cain Velasquez
June 13 2009,Mirko Cro Cop,Mostapha Al-Turk,0,0,16,7,0,0,1,0,Mirko Cro Cop
June 13 2009,Mike Swick,Ben Saunders,1,0,10,17,1,0,1,0,Mike Swick
June 20 2009,Diego Sanchez,Clay Guida,1,0,68,29,3,0,1,2,Diego Sanchez
July 11 2009,Jon Fitch,Paulo Thiago,4,0,15,5,1,5,4,0,Jon Fitch
July 11 2009,Brock Lesnar,Frank Mir,2,0,47,4,0,0,1,0,Brock Lesnar
August 08 2009,BJ Penn,Kenny Florian,4,0,57,19,1,0,1,0,BJ Penn
August 08 2009,Anderson Silva,Forrest Griffin,0,0,13,3,0,0,0,0,Anderson Silva
June 13 2009,Spencer Fisher,Caol Uno,1,3,62,24,0,0,1,3,Spencer Fisher
June 13 2009,Dan Hardy,Marcus Davis,0,2,28,19,0,3,1,2,Dan Hardy
June 13 2009,Terry Etim,Justin Buchholz,1,0,27,23,3,0,0,0,Terry Etim
June 20 2009,James Wilks,DaMarques Johnson,1,0,17,13,8,0,2,0,James Wilks
June 20 2009,Chris Lytle,Kevin Burns,0,1,101,69,0,0,0,1,Chris Lytle
June 20 2009,Ross Pearson,Andre Winner,0,0,74,46,0,0,0,0,Ross Pearson
July 11 2009,Georges St-Pierre,Thiago Alves,13,0,59,30,1,0,10,0,Georges St-Pierre
July 11 2009,Dan Henderson,Michael Bisping,0,0,29,22,0,0,0,0,Dan Henderson
July 11 2009,Yoshihiro Akiyama,Alan Belcher,2,0,55,76,0,0,3,0,Yoshihiro Akiyama
August 08 2009,Aaron Riley,Shane Nelson,1,0,50,28,0,0,2,0,Aaron Riley
August 08 2009,Johny Hendricks,Amir Sadollah,0,0,7,2,0,0,0,0,Johny Hendricks
August 08 2009,Ricardo Almeida,Kendall Grove,2,0,38,25,0,2,6,0,Ricardo Almeida
June 13 2009,Dennis Siver,Dale Hartt,2,1,8,5,2,0,0,1,Dennis Siver
June 13 2009,Paul Taylor,Peter Sobotta,3,0,46,18,0,0,0,2,Paul Taylor
June 13 2009,Paul Kelly,Rolando Delgado,4,3,32,14,2,3,1,1,Paul Kelly
June 20 2009,Joe Stevenson,Nate Diaz,3,1,27,6,1,4,8,1,Joe Stevenson
June 20 2009,Melvin Guillard,Gleison Tibau,0,6,13,14,0,0,1,6,Melvin Guillard
June 20 2009,Brad Blackburn,Edgar Garcia,0,0,66,39,1,0,0,1,Brad Blackburn
July 11 2009,Mark Coleman,Stephan Bonnar,3,1,20,26,0,3,3,0,Mark Coleman
July 11 2009,Jim Miller,Mac Danzig,2,1,37,20,1,1,6,0,Jim Miller
July 11 2009,Jon Jones,Jake O'Brien,0,0,25,11,1,0,0,0,Jon Jones
July 11 2009,Dong Hyun Kim,TJ Grant,1,0,29,22,1,0,4,1,Dong Hyun Kim
July 11 2009,Tom Lawlor,CB Dollaway,0,0,0,1,1,0,0,0,Tom Lawlor
August 08 2009,Kurt Pellegrino,Josh Neer,6,0,21,24,0,1,3,0,Kurt Pellegrino
August 08 2009,John Howard,Tamdan McCrory,3,3,19,11,1,1,5,2,John Howard
August 08 2009,Alessio Sakara,Thales Leites,0,6,24,22,0,0,0,4,Alessio Sakara
August 08 2009,Matthew Riddle,Dan Cramer,9,0,47,5,2,1,2,0,Matthew Riddle
June 13 2009,Stefan Struve,Denis Stojnic,1,0,4,16,7,0,0,0,Stefan Struve
June 13 2009,John Hathaway,Rick Story,3,1,31,21,3,5,4,4,John Hathaway
June 20 2009,Tomasz Drwal,Mike Ciesnolevicz,4,0,27,3,0,0,4,0,Tomasz Drwal
June 20 2009,Nick Osipczak,Frank Lester,1,0,14,8,1,0,1,0,Nick Osipczak
June 20 2009,Jason Dent,Cameron Dollar,0,0,14,24,1,0,0,0,Jason Dent
July 11 2009,Shannon Gugerty,Matt Grice,2,0,1,4,2,0,1,0,Shannon Gugerty
August 08 2009,George Sotiropoulos,George Roop,8,0,14,5,1,0,3,0,George Sotiropoulos
August 08 2009,Jesse Lennox,Danillo Villefort,0,1,37,43,0,1,1,1,Jesse Lennox
October 24 2009,Lyoto Machida,Mauricio Rua,0,0,35,80,0,0,0,0,Lyoto Machida
October 24 2009,Cain Velasquez,Ben Rothwell,3,0,62,3,0,0,5,0,Cain Velasquez
October 24 2009,Gleison Tibau,Josh Neer,3,0,22,24,2,0,11,0,Gleison Tibau
October 24 2009,Joe Stevenson,Spencer Fisher,2,0,28,14,0,0,2,0,Joe Stevenson
October 24 2009,Anthony Johnson,Yoshiyuki Yoshida,0,0,10,0,0,0,0,0,Anthony Johnson
October 24 2009,Ryan Bader,Eric Schafer,1,0,52,25,0,1,3,0,Ryan Bader
October 24 2009,Pat Barry,Antoni Hardonk,2,0,29,29,0,0,0,0,Pat Barry
October 24 2009,Chael Sonnen,Yushin Okami,2,0,91,25,0,1,4,0,Chael Sonnen
October 24 2009,Jorge Rivera,Rob Kimmons,2,1,66,23,0,0,0,1,Jorge Rivera
October 24 2009,Kyle Kingsbury,Razak Al-Hassan,3,1,25,31,0,0,2,1,Kyle Kingsbury
October 24 2009,Stefan Struve,Chase Gormley,1,0,12,8,3,1,1,1,Stefan Struve
December 05 2009,Roy Nelson,Brendan Schaub,2,0,8,12,0,0,1,0,Roy Nelson
December 05 2009,Matt Hamill,Jon Jones,0,2,5,44,0,0,0,1,Matt Hamill
December 05 2009,Kevin Ferguson,Houston Alexander,5,0,27,43,1,0,4,0,Kevin Ferguson
December 05 2009,Frankie Edgar,Matt Veach,1,0,25,7,1,0,0,3,Frankie Edgar
December 05 2009,Matt Mitrione,Marcus Jones,0,2,14,10,0,1,0,3,Matt Mitrione
December 05 2009,James McSweeney,Darrill Schoonover,8,2,58,16,2,1,1,0,James McSweeney
December 05 2009,Jon Madsen,Justin Wren,0,0,26,17,0,0,0,0,Jon Madsen
December 05 2009,Brian Stann,Rodney Wallace,1,3,36,15,0,2,0,7,Brian Stann
November 21 2009,Forrest Griffin,Tito Ortiz,1,1,70,24,0,0,0,3,Forrest Griffin
November 21 2009,Josh Koscheck,Anthony Johnson,3,0,19,16,1,0,2,0,Josh Koscheck
December 05 2009,John Howard,Dennis Hallman,2,4,14,8,0,2,2,2,John Howard
December 05 2009,Mark Bocek,Joe Brammer,1,0,6,3,1,0,2,0,Mark Bocek
November 21 2009,Paulo Thiago,Jacob Volkmann,7,2,34,16,0,1,2,1,Paulo Thiago
November 21 2009,Rogerio Nogueira,Luiz Cane,0,0,14,3,0,0,0,0,Rogerio Nogueira
November 21 2009,Amir Sadollah,Phil Baroni,0,0,134,51,0,0,0,1,Amir Sadollah
November 21 2009,Ben Saunders,Marcus Davis,0,0,22,8,0,0,0,0,Ben Saunders
November 21 2009,Kendall Grove,Jake Rosholt,0,2,3,5,1,1,1,3,Kendall Grove
November 21 2009,Brian Foster,Brock Larson,4,0,28,6,0,1,2,1,Brian Foster
November 21 2009,Caol Uno,Fabricio Camoes,2,1,28,22,0,2,2,5,Caol Uno
January 02 2010,Rashad Evans,Thiago Silva,4,0,12,31,0,0,8,0,Rashad Evans
January 02 2010,Paul Daley,Dustin Hazelett,0,0,8,4,0,0,0,0,Paul Daley
January 02 2010,Sam Stout,Joe Lauzon,1,3,94,26,0,2,0,4,Sam Stout
January 02 2010,Jim Miller,Duane Ludwig,2,0,6,2,1,0,0,0,Jim Miller
January 02 2010,Junior Dos Santos,Gilbert Yvel,0,0,14,3,0,0,0,0,Junior Dos Santos
November 21 2009,George Sotiropoulos,Jason Dent,7,0,33,25,2,0,3,0,George Sotiropoulos
January 02 2010,Martin Kampmann,Jacob Volkmann,1,0,14,13,1,0,0,0,Martin Kampmann
January 02 2010,Cole Miller,Dan Lauzon,0,1,15,10,1,0,0,1,Cole Miller
January 02 2010,Mark Munoz,Ryan Jensen,2,0,16,9,0,1,1,0,Mark Munoz
January 02 2010,Jake Ellenberger,Mike Pyle,2,0,15,5,0,1,2,0,Jake Ellenberger
January 02 2010,Rafaello Oliveira,John Gunderson,13,0,21,1,4,4,6,1,Rafaello Oliveira
November 14 2009,Randy Couture,Brandon Vera,0,1,39,27,0,0,1,1,Randy Couture
November 14 2009,Dan Hardy,Mike Swick,0,0,55,38,0,1,1,0,Dan Hardy
November 14 2009,Michael Bisping,Denis Kang,0,6,29,11,1,0,3,0,Michael Bisping
November 14 2009,Matt Brown,James Wilks,2,2,45,19,3,3,0,1,Matt Brown
November 14 2009,Ross Pearson,Aaron Riley,0,0,59,15,0,0,0,0,Ross Pearson
November 14 2009,John Hathaway,Paul Taylor,3,0,80,5,0,1,5,0,John Hathaway
November 14 2009,Terry Etim,Shannon Gugerty,0,0,17,11,1,0,0,1,Terry Etim
November 14 2009,Nick Osipczak,Matthew Riddle,4,1,46,28,1,0,0,4,Nick Osipczak
November 14 2009,Dennis Siver,Paul Kelly,0,1,38,12,0,0,0,1,Dennis Siver
December 12 2009,BJ Penn,Diego Sanchez,0,0,70,8,0,0,0,0,BJ Penn
December 12 2009,Frank Mir,Cheick Kongo,0,0,2,0,1,0,0,0,Frank Mir
November 14 2009,Alexander Gustafsson,Jared Hamman,0,0,6,6,0,0,0,0,Alexander Gustafsson
November 14 2009,Andre Winner,Rolando Delgado,0,0,14,11,0,0,0,0,Andre Winner
December 12 2009,Jon Fitch,Mike Pierce,1,0,55,54,0,0,4,1,Jon Fitch
December 12 2009,Kenny Florian,Clay Guida,2,0,22,13,1,0,1,0,Kenny Florian
December 12 2009,Stefan Struve,Paul Buentello,1,0,54,37,2,0,1,0,Stefan Struve
December 12 2009,Alan Belcher,Wilson Gouveia,0,0,21,29,0,0,0,0,Alan Belcher
December 12 2009,Matt Wiman,Shane Nelson,2,0,55,20,0,3,2,1,Matt Wiman
December 12 2009,Johny Hendricks,Ricardo Funch,6,0,49,16,4,0,7,1,Johny Hendricks
December 12 2009,Rousimar Palhares,Lucio Linhares,0,1,6,8,3,2,1,2,Rousimar Palhares
December 12 2009,DaMarques Johnson,Edgar Garcia,0,2,10,17,1,1,0,1,DaMarques Johnson
December 12 2009,TJ Grant,Kevin Burns,3,0,28,14,0,0,1,0,TJ Grant
February 20 2010,Cain Velasquez,Minotauro Nogueira,0,0,23,3,0,0,0,0,Cain Velasquez
February 20 2010,Wanderlei Silva,Michael Bisping,1,1,42,32,1,0,1,5,Wanderlei Silva
February 20 2010,George Sotiropoulos,Joe Stevenson,5,0,20,7,3,2,2,3,George Sotiropoulos
February 20 2010,Ryan Bader,Keith Jardine,2,0,29,15,0,0,3,0,Ryan Bader
February 20 2010,Mirko Cro Cop,Anthony Perosh,0,0,29,9,1,0,0,0,Mirko Cro Cop
February 20 2010,Krzysztof Soszynski,Stephan Bonnar,0,1,48,36,0,0,0,2,Krzysztof Soszynski
February 20 2010,Chris Lytle,Brian Foster,0,0,2,5,1,0,0,1,Chris Lytle
February 20 2010,CB Dollaway,Goran Reljic,1,1,25,20,1,3,5,1,CB Dollaway
February 20 2010,James Te Huna,Igor Pokrajac,3,0,22,25,1,0,5,2,James Te Huna
March 27 2010,Georges St-Pierre,Dan Hardy,26,0,59,4,6,0,11,0,Georges St-Pierre
March 27 2010,Shane Carwin,Frank Mir,0,0,49,3,0,0,0,0,Shane Carwin
March 27 2010,Kurt Pellegrino,Fabricio Camoes,8,1,16,8,2,2,1,1,Kurt Pellegrino
March 27 2010,Jon Fitch,Ben Saunders,3,0,72,17,0,0,2,0,Jon Fitch
March 27 2010,Jim Miller,Mark Bocek,2,7,23,17,3,1,1,4,Jim Miller
March 27 2010,Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Nate Diaz
March 27 2010,Ricardo Almeida,Matt Brown,3,0,15,6,1,0,5,0,Ricardo Almeida
March 27 2010,Rousimar Palhares,Tomasz Drwal,0,0,0,0,1,0,0,0,Rousimar Palhares
March 27 2010,Jared Hamman,Rodney Wallace,5,1,60,34,0,1,2,11,Jared Hamman
March 27 2010,Matthew Riddle,Greg Soto,1,0,47,21,0,0,4,0,Matthew Riddle
March 21 2010,Jon Jones,Brandon Vera,0,0,11,5,0,0,2,0,Jon Jones
March 21 2010,Junior Dos Santos,Gabriel Gonzaga,0,0,20,9,0,0,0,1,Junior Dos Santos
March 21 2010,Cheick Kongo,Paul Buentello,2,0,53,3,0,0,9,0,Cheick Kongo
March 21 2010,Alessio Sakara,James Irvin,0,0,13,6,0,0,0,0,Alessio Sakara
March 21 2010,Clay Guida,Shannon Gugerty,6,0,14,1,1,3,2,0,Clay Guida
March 21 2010,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,0,0,2,0,Vladimir Matyushenko
March 21 2010,Darren Elkins,Duane Ludwig,0,0,0,1,0,0,1,0,Darren Elkins
March 21 2010,John Howard,Daniel Roberts,0,1,6,7,0,1,1,1,John Howard
March 21 2010,Brendan Schaub,Chase Gormley,0,0,25,2,0,0,0,0,Brendan Schaub
March 21 2010,Mike Pierce,Julio Paulino,6,0,39,17,0,0,6,0,Mike Pierce
March 21 2010,Jason Brilz,Eric Schafer,6,1,70,27,1,1,3,2,Jason Brilz
February 06 2010,Randy Couture,Mark Coleman,2,0,44,10,1,0,1,0,Randy Couture
February 06 2010,Chael Sonnen,Nate Marquardt,4,1,39,11,0,2,6,0,Chael Sonnen
February 06 2010,Paulo Thiago,Mike Swick,1,0,9,7,1,0,0,1,Paulo Thiago
January 11 2010,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Gray Maynard
February 06 2010,Demian Maia,Dan Miller,1,0,30,20,0,0,4,0,Demian Maia
February 06 2010,Matt Serra,Frank Trigg,0,0,12,6,0,0,0,0,Matt Serra
February 06 2010,Mac Danzig,Justin Buchholz,8,0,62,30,0,1,3,0,Mac Danzig
February 06 2010,Melvin Guillard,Ronys Torres,0,5,34,6,0,1,0,5,Melvin Guillard
January 11 2010,Evan Dunham,Efrain Escudero,4,0,22,26,1,2,3,0,Evan Dunham
January 11 2010,Aaron Simpson,Tom Lawlor,3,0,36,52,0,2,2,1,Aaron Simpson
January 11 2010,Amir Sadollah,Brad Blackburn,4,0,87,37,0,0,2,0,Amir Sadollah
January 11 2010,Chris Leben,Jay Silva,8,0,60,15,2,0,2,0,Chris Leben
February 06 2010,Rob Emerson,Phillipe Nover,1,0,26,19,0,2,7,0,Rob Emerson
February 06 2010,Phil Davis,Brian Stann,15,0,48,5,1,0,3,0,Phil Davis
February 06 2010,Chris Tuchscherer,Tim Hague,1,3,24,34,1,1,1,1,Chris Tuchscherer
February 06 2010,Joey Beltran,Rolles Gracie,0,2,22,15,0,0,0,1,Joey Beltran
January 11 2010,Rick Story,Jesse Lennox,3,2,47,22,1,1,2,1,Rick Story
January 11 2010,Thiago Tavares,Nik Lentz,0,1,55,71,1,1,1,4,Thiago Tavares
January 11 2010,Rory MacDonald,Mike Guymon,1,0,8,6,2,0,2,0,Rory MacDonald
January 11 2010,Rafael Dos Anjos,Kyle Bradley,4,0,42,21,2,0,5,0,Rafael Dos Anjos
January 11 2010,Gerald Harris,John Salter,1,0,21,7,0,0,1,1,Gerald Harris
January 11 2010,Nick Catone,Jesse Forbes,0,0,32,32,0,0,2,0,Nick Catone
March 31 2010,Kenny Florian,Takanori Gomi,3,0,51,20,1,0,1,0,Kenny Florian
March 31 2010,Roy Nelson,Stefan Struve,0,0,9,2,0,0,0,0,Roy Nelson
March 31 2010,Jorge Rivera,Nate Quarry,0,0,29,19,0,0,0,0,Jorge Rivera
March 31 2010,Ross Pearson,Dennis Siver,2,1,54,39,0,0,1,2,Ross Pearson
March 31 2010,Andre Winner,Rafaello Oliveira,0,0,61,52,0,0,0,0,Andre Winner
March 31 2010,Jacob Volkmann,Ronys Torres,1,1,24,20,0,0,5,3,Jacob Volkmann
March 31 2010,Nik Lentz,Rob Emerson,10,0,46,24,1,1,4,0,Nik Lentz
March 31 2010,Gleison Tibau,Caol Uno,1,0,22,6,0,0,1,0,Gleison Tibau
March 31 2010,Yushin Okami,Lucio Linhares,3,0,50,8,0,0,0,0,Yushin Okami
March 31 2010,Gerald Harris,Mario Miranda,0,0,17,16,0,0,0,0,Gerald Harris
March 31 2010,Charlie Brenneman,Jason High,2,1,33,12,0,3,6,0,Charlie Brenneman
April 10 2010,Anderson Silva,Demian Maia,0,0,61,10,0,0,0,0,Anderson Silva
April 10 2010,Frankie Edgar,BJ Penn,0,0,61,71,0,0,1,0,Frankie Edgar
April 10 2010,Matt Hughes,Renzo Gracie,0,0,70,34,0,0,0,0,Matt Hughes
April 10 2010,Rafael Dos Anjos,Terry Etim,5,0,25,7,1,1,2,0,Rafael Dos Anjos
April 10 2010,Mark Munoz,Kendall Grove,0,1,25,9,0,3,1,0,Mark Munoz
April 10 2010,Phil Davis,Alexander Gustafsson,1,0,14,0,1,0,1,0,Phil Davis
April 10 2010,Rick Story,Nick Osipczak,2,0,31,28,1,1,3,2,Rick Story
April 10 2010,DaMarques Johnson,Brad Blackburn,1,2,34,59,1,2,0,4,DaMarques Johnson
April 10 2010,Paul Kelly,Matt Veach,4,3,47,4,3,2,0,1,Paul Kelly
May 08 2010,Mauricio Rua,Lyoto Machida,1,2,17,9,0,0,0,2,Mauricio Rua
May 08 2010,Josh Koscheck,Paul Daley,7,0,19,11,1,0,4,0,Josh Koscheck
April 10 2010,Jon Madsen,Mostapha Al-Turk,0,0,32,20,0,0,1,0,Jon Madsen
May 08 2010,Jeremy Stephens,Sam Stout,0,0,55,70,0,1,3,0,Jeremy Stephens
May 08 2010,Matt Mitrione,Kevin Ferguson,2,1,44,5,4,0,0,2,Matt Mitrione
May 08 2010,Alan Belcher,Patrick Cote,3,1,27,22,1,1,1,2,Alan Belcher
May 08 2010,Joe Doerksen,Tom Lawlor,1,0,44,42,1,0,0,0,Joe Doerksen
May 08 2010,Marcus Davis,Jonathan Goulet,1,0,11,5,1,0,0,4,Marcus Davis
May 08 2010,Johny Hendricks,TJ Grant,3,0,53,67,0,0,8,0,Johny Hendricks
May 08 2010,Joey Beltran,Tim Hague,0,1,97,60,0,0,0,2,Joey Beltran
May 08 2010,Mike Guymon,Yoshiyuki Yoshida,10,3,59,7,2,2,3,1,Mike Guymon
May 08 2010,John Salter,Jason MacDonald,1,0,3,5,0,0,1,0,John Salter
May 29 2010,Rashad Evans,Rampage Jackson,2,1,29,17,0,0,3,0,Rashad Evans
May 29 2010,Michael Bisping,Dan Miller,0,0,76,50,0,0,0,1,Michael Bisping
May 29 2010,Mike Russow,Todd Duffee,0,0,14,51,0,0,0,0,Mike Russow
May 29 2010,Rogerio Nogueira,Jason Brilz,2,5,23,18,1,3,1,3,Rogerio Nogueira
May 29 2010,John Hathaway,Diego Sanchez,0,0,84,24,0,0,0,1,John Hathaway
May 29 2010,Dong Hyun Kim,Amir Sadollah,7,0,30,10,0,0,6,0,Dong Hyun Kim
May 29 2010,Efrain Escudero,Dan Lauzon,0,0,64,17,0,0,0,0,Efrain Escudero
May 29 2010,Melvin Guillard,Waylon Lowe,0,0,14,1,0,0,0,1,Melvin Guillard
May 29 2010,Cyrille Diabate,Luiz Cane,0,1,17,4,0,0,0,0,Cyrille Diabate
May 29 2010,Aaron Riley,Joe Brammer,4,0,46,37,0,0,3,1,Aaron Riley
May 29 2010,Ryan Jensen,Jesse Forbes,0,1,3,3,1,1,0,1,Ryan Jensen
June 19 2010,Court McGee,Kris McCray,5,0,22,19,1,0,5,0,Court McGee
June 19 2010,Matt Hamill,Keith Jardine,0,0,77,65,0,0,2,0,Matt Hamill
June 19 2010,Chris Leben,Aaron Simpson,0,1,42,43,0,1,0,2,Chris Leben
June 19 2010,Dennis Siver,Spencer Fisher,0,0,77,52,0,0,0,0,Dennis Siver
June 19 2010,Rich Attonito,Jamie Yager,1,0,24,29,0,0,1,0,Rich Attonito
June 19 2010,John Gunderson,Mark Holst,7,1,31,2,0,3,4,1,John Gunderson
June 19 2010,Brad Tavares,Seth Baczynski,4,0,18,22,0,3,3,0,Brad Tavares
June 12 2010,Rich Franklin,Chuck Liddell,0,0,24,17,0,0,0,1,Rich Franklin
June 12 2010,Mirko Cro Cop,Pat Barry,3,0,42,25,2,0,0,0,Mirko Cro Cop
June 19 2010,Kyle Noke,Josh Bryant,0,0,50,9,0,0,0,0,Kyle Noke
June 19 2010,Chris Camozzi,James Hammortree,0,1,62,29,0,1,0,2,Chris Camozzi
June 19 2010,Travis Browne,James McSweeney,2,0,19,6,1,0,0,0,Travis Browne
June 12 2010,Martin Kampmann,Paulo Thiago,4,1,24,13,3,1,1,1,Martin Kampmann
June 12 2010,Ben Rothwell,Gilbert Yvel,14,1,44,33,2,2,5,0,Ben Rothwell
June 12 2010,Carlos Condit,Rory MacDonald,5,1,72,29,1,0,0,3,Carlos Condit
June 12 2010,Evan Dunham,Tyson Griffin,5,0,28,26,1,1,3,0,Evan Dunham
June 12 2010,Matt Wiman,Mac Danzig,1,0,4,4,2,0,0,1,Matt Wiman
June 12 2010,Mario Miranda,David Loiseau,5,0,42,2,0,0,3,0,Mario Miranda
June 12 2010,James Wilks,Peter Sobotta,1,1,38,15,1,2,1,1,James Wilks
June 12 2010,Claude Patrick,Ricardo Funch,3,0,13,5,2,0,1,0,Claude Patrick
June 12 2010,Mike Pyle,Jesse Lennox,2,0,49,37,3,0,0,1,Mike Pyle
July 03 2010,Brock Lesnar,Shane Carwin,2,2,8,40,1,0,1,0,Brock Lesnar
July 03 2010,Chris Leben,Yoshihiro Akiyama,0,4,46,27,4,1,0,5,Chris Leben
July 03 2010,Chris Lytle,Matt Brown,1,0,19,25,4,1,0,1,Chris Lytle
August 01 2010,Jon Jones,Vladimir Matyushenko,2,0,15,0,0,0,1,0,Jon Jones
July 03 2010,Stephan Bonnar,Krzysztof Soszynski,1,0,48,32,0,0,2,0,Stephan Bonnar
July 03 2010,George Sotiropoulos,Kurt Pellegrino,4,1,48,39,0,0,1,3,George Sotiropoulos
July 03 2010,Brendan Schaub,Chris Tuchscherer,0,0,10,1,0,0,0,0,Brendan Schaub
August 01 2010,Yushin Okami,Mark Munoz,0,0,22,16,0,0,1,1,Yushin Okami
August 01 2010,Jake Ellenberger,John Howard,2,0,38,17,0,1,5,0,Jake Ellenberger
August 01 2010,Takanori Gomi,Tyson Griffin,0,0,5,3,0,0,0,0,Takanori Gomi
July 03 2010,Ricardo Romero,Seth Petruzelli,5,0,19,30,2,2,1,0,Ricardo Romero
July 03 2010,Kendall Grove,Goran Reljic,0,2,28,14,1,1,1,3,Kendall Grove
July 03 2010,Gerald Harris,David Branch,0,0,10,20,0,0,5,0,Gerald Harris
August 01 2010,Jacob Volkmann,Paul Kelly,11,3,32,24,2,2,6,0,Jacob Volkmann
August 01 2010,Matthew Riddle,DaMarques Johnson,5,0,42,9,0,0,3,0,Matthew Riddle
August 01 2010,Igor Pokrajac,James Irvin,2,0,18,11,1,0,2,0,Igor Pokrajac
July 03 2010,Daniel Roberts,Forrest Petz,6,1,5,21,2,0,6,1,Daniel Roberts
July 03 2010,Jon Madsen,Karlos Vemola,4,0,37,16,0,1,3,0,Jon Madsen
August 01 2010,Brian Stann,Mike Massenzio,0,4,43,5,2,2,0,5,Brian Stann
August 01 2010,Charles Oliveira,Darren Elkins,0,0,3,0,2,0,0,1,Charles Oliveira
August 01 2010,Rob Kimmons,Steve Steinbeiss,2,0,38,85,2,0,4,0,Rob Kimmons
August 28 2010,Frankie Edgar,BJ Penn,1,0,94,36,0,0,3,2,Frankie Edgar
August 28 2010,Randy Couture,James Toney,1,0,8,0,2,0,1,0,Randy Couture
August 28 2010,Demian Maia,Mario Miranda,6,0,30,14,1,0,5,0,Demian Maia
September 15 2010,Nate Marquardt,Rousimar Palhares,0,1,13,1,1,1,0,0,Nate Marquardt
August 07 2010,Anderson Silva,Chael Sonnen,1,6,29,89,3,1,1,3,Anderson Silva
August 07 2010,Jon Fitch,Thiago Alves,4,1,29,22,0,0,9,0,Jon Fitch
August 28 2010,Gray Maynard,Kenny Florian,1,0,15,14,0,0,5,0,Gray Maynard
August 28 2010,Nate Diaz,Marcus Davis,1,0,94,52,1,0,1,1,Nate Diaz
August 28 2010,Joe Lauzon,Gabe Ruediger,5,0,19,1,1,0,2,0,Joe Lauzon
September 15 2010,Charles Oliveira,Efrain Escudero,1,2,35,13,1,0,2,0,Charles Oliveira
September 15 2010,Jim Miller,Gleison Tibau,0,0,29,23,2,0,0,4,Jim Miller
September 15 2010,Cole Miller,Ross Pearson,1,0,24,26,1,0,1,0,Cole Miller
August 07 2010,Clay Guida,Rafael Dos Anjos,3,0,19,17,0,0,2,1,Clay Guida
August 07 2010,Matt Hughes,Ricardo Almeida,0,0,2,10,1,0,0,0,Matt Hughes
August 07 2010,Junior Dos Santos,Roy Nelson,0,0,130,40,0,0,1,0,Junior Dos Santos
August 28 2010,Nik Lentz,Andre Winner,2,0,23,20,1,0,7,0,Nik Lentz
August 28 2010,Dan Miller,John Salter,0,1,23,21,2,0,0,2,Dan Miller
August 28 2010,Greg Soto,Nick Osipczak,9,0,70,29,1,1,3,0,Greg Soto
September 15 2010,Yves Edwards,John Gunderson,3,0,54,15,1,2,1,0,Yves Edwards
September 15 2010,Kyle Kingsbury,Jared Hamman,0,0,79,88,0,0,9,0,Kyle Kingsbury
September 15 2010,David Branch,Tomasz Drwal,3,0,15,10,0,0,3,0,David Branch
August 07 2010,Rick Story,Dustin Hazelett,1,0,75,7,0,2,3,0,Rick Story
August 07 2010,Phil Davis,Rodney Wallace,13,0,59,2,0,0,3,0,Phil Davis
August 07 2010,Johny Hendricks,Charlie Brenneman,0,1,28,9,0,0,0,2,Johny Hendricks
August 28 2010,Mike Pierce,Amilcar Alves,4,0,31,4,2,0,4,0,Mike Pierce
September 15 2010,Rich Attonito,Rafael Natal,0,1,25,28,0,0,0,2,Rich Attonito
September 15 2010,TJ Waldburger,David Mitchell,12,0,37,13,7,6,6,2,TJ Waldburger
September 15 2010,Brian Foster,Forrest Petz,0,0,17,1,0,0,0,0,Brian Foster
August 07 2010,Tim Boetsch,Todd Brown,1,0,60,28,1,0,3,0,Tim Boetsch
August 07 2010,Stefan Struve,Christian Morecraft,0,3,11,36,2,1,0,1,Stefan Struve
August 07 2010,Dennis Hallman,Ben Saunders,4,0,28,30,0,1,3,0,Dennis Hallman
October 16 2010,Michael Bisping,Yoshihiro Akiyama,0,0,118,50,0,0,0,0,Michael Bisping
October 16 2010,Carlos Condit,Dan Hardy,0,0,26,9,0,0,0,0,Carlos Condit
October 16 2010,Mike Pyle,John Hathaway,4,0,46,18,1,0,5,0,Mike Pyle
October 16 2010,Cheick Kongo,Travis Browne,0,1,58,22,0,0,0,2,Cheick Kongo
October 16 2010,Claude Patrick,James Wilks,8,0,23,12,0,0,3,0,Claude Patrick
October 16 2010,Alexander Gustafsson,Cyrille Diabate,7,0,28,11,3,0,2,0,Alexander Gustafsson
